income_group,age_target,country_name,partition_size,country_code,income_group_p,pop_2019,proportion,deaths,vaccine_n,t_start,R0,reduction1,reduction2,coverage,mode,efficacy,hs_constraints,duration_R,duration_V,dur_vacc_delay,vaccine_start,vaccine_period,timing1,timing2,immunosenescence,seeding_cases,reduce_inf,sensitivity_run,directory_out,deaths_cf,y,cost,dapd_2021,income_group_size,country
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Australia,25364307,AUS,HIC_AUS,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,79488,6865026,0.011578687984882832,1043649600,HIC_AUS
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Belgium,11484055,BEL,HIC_BEL,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,35989,3108239,0.011578687984882832,1043649600,HIC_BEL
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Canada,37589262,CAN,HIC_CAN,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,117799,10173795,0.011578687984882832,1043649600,HIC_CAN
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Chile,18952038,CHL,HIC_CHL,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,59393,5129501,0.011578687984882832,1043649600,HIC_CHL
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Germany,83132799,DEU,HIC_DEU,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,260526,22500470,0.011578687984882832,1043649600,HIC_DEU
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Spain,47076781,ESP,HIC_ESP,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,147532,12741658,0.011578687984882832,1043649600,HIC_ESP
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,France,67059887,FRA,HIC_FRA,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,210156,18150225,0.011578687984882832,1043649600,HIC_FRA
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,United Kingdom,66834405,GBR,HIC_GBR,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,209449,18089196,0.011578687984882832,1043649600,HIC_GBR
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Greece,10716322,GRC,HIC_GRC,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,33583,2900447,0.011578687984882832,1043649600,HIC_GRC
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Italy,60297396,ITA,HIC_ITA,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,188963,16319909,0.011578687984882832,1043649600,HIC_ITA
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Japan,126264931,JPN,HIC_JPN,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,395696,34174481,0.011578687984882832,1043649600,HIC_JPN
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,"Korea, Rep.",51709098,KOR,HIC_KOR,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Present,365,5000,7,327,30,60,357,0.5,60,1,immunosenescence,sensitivity,162146.76,162049,13995427,0.011578687984882832,1043649600,HIC_KOR
